,text,emotion
918,"Oh , really ? Isn't this spot C408 ?",surprise
919,"I'm sorry , I must have been confused . I had thought it's C section , but actually it's D section . I'll move my car right away .",sadness
920,It's no big deal . Thank you .,happiness
923,Good . How much does it come to ?,happiness
925,"That was quick work . Let me have a look at it . Yeah , everything looks fine now . Thank you very much .",happiness
926,Really ? You worked here for just half an hour . I consider the price very high .,surprise
927,"Let me see , I am sorry . It's for table 11 .",sadness
928,"I am sorry , sir , the fish you ordered will take a longer time because we make it with fresh fish .",sadness
929,Yes . Thank you .,happiness
930,I am sorry for that . We will improve the dishes next time .,sadness
931,I am glad you like it .,happiness
935,That dog has white long hair . It ’ s lovely .,happiness
939,Thank you for joining us ! Now let's see some pictures and know more about kung fu .,happiness
941,It ’ s because of my son . Dick keeps getting on my nerves,anger
942,"Yes , he used to be . But now he ’ s drifting off track .",anger
944,"Oh , aren't you afraid ?",surprise
947,"Sorry , sir . We receive credit card and cash only .",sadness
948,"Let me see ... Sorry , sir . We are fully booked tonight . Would you mind making a reservation some other time ?",sadness
949,I'm afraid you can ’ t .,sadness
950,"I'm sorry , but our university computer center only sells Macintosh equipment .",sadness
951,What ? Are you serious ?,surprise
952,But nobody uses Macintosh !,anger
953,Hmm . I think I should ask some of my friends for advice before I make a decision . I'm sorry .,sadness
958,OK . I understand . Thank you .,happiness
959,"Oh , you're kidding ! I thought I was heading east .",surprise
960,"Thanks for the offer , but I think I've got it . Hopefully , I won't get lost again on my way there !",happiness
962,I'd be glad to .,happiness
964,Thank you very much and anything else ?,happiness
966,"Oh , I'm very sorry about that . You can change it for another one if you prefer .",sadness
969,These shoes are great ! What is the price of this ?,happiness
970,That's too much !,surprise
971,Thank you . I never can find my way around this store .,happiness
972,Really ? Too expensive . I don't think I can afford it .,surprise
973,Thank you .,happiness
974,"Well , thanks anyway .",happiness
975,"That will be six dollars . Out of ten-seven , eight , nine , ten . Thank you .",happiness
977,"Really ? How much is it ? Oh , it's 42 yuan ! How expensive !",surprise
978,"Oh , my God !",surprise
979,I will . Thank you .,happiness
982,What ? You're overcharging me !,anger
983,Sure . Let me help you .,happiness
985,Oh dear ! That's terrible ! What was in your wallet ?,surprise
986,Oh dear ! What a pity ! Are you sure you lost the wallet in the theatre ?,sadness
997,Of course .,happiness
999,Ouch ! I'm hurt .,anger
1002,"Oh , that's too bad . Should I call a doctor ?",sadness
1004,I'm afraid you'll have to find a parking meter .,sadness
1005,"No , sir . I'm sorry you can't .",sadness
1006,"It's your turn , sir . I'm sorry that you had to wait . Saturday is a busy day for us .",sadness
1007,"What a find ! So , how much does it cost ?",surprise
1009,"Sorry , the connection is terrible . I'll call you back because I can't hear anything .",sadness
1013,"... Quick ! Pass me your binoculars . Look at that bird ... I've never seen one of those before . It's indigenous to Guiling , and an endangered species too . This is lucky .",happiness
1015,Wow ! That's expensive .,surprise
1016,I'd love to .,happiness
1019,Thanks a lot . Here's ten yuan . Keep the change .,happiness
1026,You'll love this ! I can use a stylus to draw a map on the touch screen and then use the fax mode to send it to another phone .,happiness
1027,"Man , that's amazing . It must have cost a bundle .",happiness
1028,Nah ! It was cheap !,happiness
1029,Thank you . Have a nice day .,happiness
1030,Thanks and you too .,happiness
1032,This is not what I asked for . I'm afraid .,sadness
1033,"Oh , I'm so sorry . May I ask what you ordered again ?",sadness
1036,I'm sorry . The restaurant is full now . You have to wait for about half an hour . Would you care to have a drink at the lounge until a table is available ?,sadness
1037,That's fine .,happiness
1038,Of course .,happiness
1040,You're welcome .,happiness
1041,"Wait a minute , please---Mr . Wong , I'm terribly sorry . Our delivery truck had an accident today . I'm afraid your sofa won't be delivered until tomorrow .",sadness
1043,That's sheer robbery !,anger
1044,No . That price would hardly cover the cost .,sadness
1045,It's a deal .,happiness
1046,I hope you will ! Take your time . We have a lot more upstairs .,happiness
1049,I see . Thanks a lot .,happiness
1050,You're welcome .,happiness
1052,Thank you very much .,happiness
1055,You're welcome .,happiness
1056,Thanks a lot .,happiness
1058,I just went to bed !,surprise
1059,No problem .,happiness
1060,"No , ma'am . I ’ m afraid you put in only one quarter and one dime .",sadness
1062,I'm afraid you can't . You'll have to go out there and walk around .,sadness
1065,That's all right .,happiness
1066,"OK , sir . We are looking forward to your arrival .",happiness
1067,"Oh , really ? Just a moment ... You paid with a ten-dollar note and I gave you ... Oh , sorry , here's a five left . I'm terribly sorry .",sadness
1070,I am sorry . Mr . Doff is out right now .,sadness
1072,All right . Thank you .,happiness
1073,"Sorry , sir . We have only tables in the main dinning room left .",sadness
1074,"I am sorry , sir . We are booked until 9:10 .",sadness
1075,That's absurd .,surprise
1077,"Yes , sir . We are looking forward to your coming .",happiness
1078,"I am sorry , you have the wrong number .",sadness
1079,"Oh , I am really sorry .",sadness
1080,All right . Thank you very much .,happiness
1081,Not at all .,happiness
1082,I will call again in twenty minutes . Thanks .,happiness
1083,Not at all .,happiness
1086,"Sorry , things on sale are not allowed to be refunded or exchanged .",sadness
1087,"Sorry , We don't take returns on sale items .",sadness
1088,"I see . Oh , wait . Ma'am , I'm sorry . These slacks were on sale .",sadness
1089,"I'm sorry , but we don't allow returns on sale items .",sadness
1090,"I'm sorry , but we usually don't do it . It is our policy .",sadness
1093,Thank you .,happiness
1094,Wow ! What's the hold up ?,surprise
1095,Sure . Here is your receipt and you can draw your tax paid for those goods at customs .,happiness
1096,"I am sorry , sir . You bought it 2 weeks ago , and you can only refund it in one week .",sadness
1098,"Sorry , Becky can ’ t come to the phone right now .",sadness
1099,Thanks .,happiness
1100,"I am sorry , it's out of stock right now .",sadness
1101,"Sorry , sir . The prices here are all fixed .",sadness
1103,"Sorry , I don't have any sugar .",sadness
1107,"Sorry , sir , we are having a sale now .",sadness
1109,Thanks .,happiness
1110,You're welcome .,happiness
1111,"Very good , we'll take them all .",happiness
1112,It feels good .,happiness
1114,Thank you for saying that .,happiness
1117,Look ! Allen has the mic !,surprise
1118,"That was before he heard Stanley sing ! I guess he couldn't stand it any more , so he decided to give it a try himself !",surprise
1119,"( Sound of Allen singing ) Hey , Allen has a really good voice ! He sounds like Johnny Dean !",happiness
1121,"Here we are , Ryan ! This is where we're going to celebrate !",happiness
1127,This is where we sing ? These booths are so comfortable I think could fall asleep !,happiness
1130,"Sorry , sir . It's the sale price .",sadness
1133,I am sorry . It's a one-price shop .,sadness
1134,I ’ m on it !,happiness
1135,"No , I'm just browsing . Thanks anyway .",happiness
1136,Sure .,happiness
1137,"Oh , no . That ’ s it . Nice to chat with you . Have a good day .",happiness
1139,I'm afraid you've made a mistake . This isn't what I ordered .,sadness
1140,"So sorry , I must have confused the orders . I'll check it .",sadness
1141,"I'm really sorry , I'll bring you a hot one right away .",sadness
1143,Thanks .,happiness
1145,Let's just hope my teacher agrees .,happiness
1147,"I'm very glad you could come , Mr . Liu . Will you take a seat at the head of the table ? It's an informal dinner , please don't stand on ceremony ... Mr . Liu , would you like to have some chicken ?",happiness
1148,Thank you . This is my first time to come to a Chinese restaurant . Could you tell me the different features of Chinese food ?,happiness
1149,"No more , thank you . I'm quite full .",happiness
1151,I'm so glad you like it .,happiness
1153,I like the color .,happiness
1154,You are always so hospitable .,happiness
1155,OK.thank you .,happiness
1156,"You just cut into line , in front of me and everyone else , that's what ! Go take your place back at the end of the line , like every - one else !",anger
1157,"Oh sure , lady , and fat chance I'd get a ticket before they're sold out . I'm staying right here , understand ? So be a nice lady and butt out !",anger
1158,Just what gives you the right ... ?,anger
1159,"Because I'm no sucker ; only suckers go to the end of the line . It's as simple as that , lady .",anger
1160,Whew ! I got the last one . This must be my lucky day !,anger
1161,"Lady ! This is unfair ! I've been cheated ! I was in line before you.That should have been my ticket ! Come on , hand it over , lady !",anger
