,text,emotion
575,What would I do with a fortune?,happiness
576,"Have you tried, uh, Craig's List?",neutral
577,"Uh, what?  Craig's List?  Oh the internet thing?",neutral
578,Yeah.,neutral
579,I don't know.  Isn't that-- that's all like escort services and things like that.,neutral
580,No.  There's regular jobs on there.,neutral
581,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",frustration
582,Uh huh.,neutral
583,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neutral
584,What kind of a job?,xxx
585,He's like a manager for a theatre.,neutral
586,Really?,xxx
587,He's like a house manager. Yeah.  It's a good job.,neutral
588,He just...,neutral
589,you know what?  I heard about that job.  I applied for that.,neutral
590,You did?,neutral
591,Yeah.  I saw a posting at the theatre.,frustration
592,Yeah.,neutral
593,He got it?,xxx
594,You've been looking for a job for a long time; that was a long time ago.  Right?,neutral
595,Yeah.,neutral
596,Hmm.,neutral
597,What did he do?  What was so great?  I don't understand why they would pick him over me.,xxx
598,I don't know.  He had a really good resume I guess and--,neutral
599,A resume?,xxx
600,Yeah.  Do you have a resume?,neutral
601,No.,xxx
602,It's kind of helpful when getting a job.,neutral
603,I just- I mean I call people up and I tell them what I'm good at.,neutral
604,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neutral
605,Yeah.,neutral
606,I don't like- I don't like sending things in the mail.  I don't want my information out there.,xxx
607,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neutral
608,I'm there in front of them.  I'm telling them what I'm good at.,frustration
609,"Yeah.  But the piece of paper helps, too.",neutral
610,Why?  It's a piece of paper.,frustration
611,"No.  But it has an outline, you know.",neutral
612,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",frustration
613,"I know.  Okay.  Well, um. Maybe--",neutral
614,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",frustration
615,Yeah.,neutral
616,"Okay, yeah.  I would imagine.",neutral
617,..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,xxx
618,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neutral
619,"That's baloney, that's baloney.",frustration
620,Please.,frustration
621,maybe get a car.,neutral
622,"I just, you know, think you should try a little harder maybe.",neutral
623,you think that you're better than me because I don't have a car?,frustration
624,I didn't say that.,neutral
625,"You know, you're riding the bus, too.",frustration
626,"I am riding the bus, but by choice.",neutral
627,Why?  What choice?,frustration
628,"To save the environment, carpool.",neutral
629,You're saving the environment. mmhmm,frustration
630,Yes.  One less car at a time.,neutral
631,Interesting.  That's fantastic.,frustration
632,Mmhmm.,neutral
633,"You know, you don't have to take out your frustration on me, you know, just because...",frustration
634,I'm not frustrated.,anger
635,...you can't get a job and refuse to have a resume.,frustration
636,Who do you think you are?,anger
637,I don't think I'm anyone.,neutral
638,You are so high and mighty.  I just--,anger
639,I- I-I didn't-- okay.,neutral
640,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,anger
641,What?  No.,xxx
642,What? Oh.  So now you're...,frustration
643,"The bus, I'm riding the bus because I want to.",anger
644,you know what?  You don't have to take your anger and your hurt out on me.,frustration
645,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,anger
646,Why not?,xxx
647,[LAUGHTER],xxx
648,"[LAUGHTER] Utterly, utterly ridiculous.",xxx
649,We were very much younger then.,xxx
650,Very much sillier.,xxx
651,Mmhmm.,xxx
652,"However, I do believe the real cause of that row was Peter Burden.",xxx
653,Oh you knew there was nothing in that.,xxx
654,I knew nothing of the sort. You took presents from him.,xxx
655,Presents? It was a trivial little broach.,surprise
656,It was bristling with diamonds in the worst possible taste.,xxx
657,Not at all. It was very pretty. I still wear it often.,xxx
658,You sent out of your way to torture me over Peter Burden.,xxx
659,I did not you worked whole thing up in your jealous imagination.,xxx
660,"Well, you let him kiss you.  You said you did.",xxx
661,"Well, what of it?",neutral
662,What of it?,xxx
663,"It gave him a lot, a great deal of pleasure and it didn't hurt me.",xxx
664,And what about me?,xxx
665,If you hadn't been so suspicious and nosey you'd never known a thing about it.,xxx
666,That's a nice point of view I must say.,xxx
667,I'm bored with this conversation.,xxx
668,So am I.  I'm bored stiff.  You want some brandy?,xxx
669,"No, thank you.",neutral
670,"I'll have a little, I think.",neutral
671,I don't see why you want any you already had two glasses.,anger
672,"Oh, you know no particular reason besides they are very small glasses.",neutral
673,I just think it's silly you know to go on and on and on about such a thing.,xxx
674,You can hardly call three glasses of liquor in a whole evening going on and on and on.,xxx
675,"I just, I just think it's becoming a habit with you.",xxx
676,"Hmm.  Well, you needn't be so grand just because you don't happen to want any at the moment, okay?",xxx
677,Do be quiet.,xxx
678,"Really, Amanda.",frustration
679,"Don't be stupid, what?",anger
680,Nothing.,frustration
681,Are you going out somewhere dear?,neutral
682,"No, darling I'm just making myself fascinating for you.",xxx
683,That reply has broken my heart.,xxx
684,Well it's a woman's duty to allure the man. Watch me a minute will you?,anger
685,As matter the fact that's perfectly true.,xxx
686,"Oh no, it isn't.",xxx
687,"Yes, it is.",xxx
688,"Don't be stupid, shut up.",xxx
689,"You know, it's a pity you didn't have any more brandy. It would have made you just a little less disagreeable.",anger
690,"Oh, well that's funny.  It doesn't seem to have worked such wonders with you.",xxx
691,"You know what?  You snap, you snap, you snap you're like a little adder.",anger
692,"Adders don't snap, they sting.",xxx
693,Nonsense.  They have a bag of venom behind of fangs and they snap.,anger
694,They sting.,anger
695,"I don't care.  I don't care, do you understand?  I don't mind if they bark and they roll about like hoops.",anger
696,Did you see much of Peter Burden after our divorce?,anger
697,"Yes, I did quite a lot.",anger
698,I suppose you let him just kiss you or good deal more than too.,anger
699,"Oh, mind you own business.",anger
700,"I suppose you two had a riotous time, huh?  No restrain at all, very enjoyable, he never had much any how.",anger
701,"You're quite insufferable, I expect it's because you're drunk.",anger
702,I am not in the least bit drunk.,anger
703,You always had a weak head.,anger
704,I think I told you once before that I had three minute liquor glasses the whole evening long.  A Child of two cannot get drunk on that.,anger
705,"On the contrary, a child two could get violently drunk on only one glass of brandy.",anger
706,"Oh very, very interesting Amanda.  How about the child of uh... four, six or maybe nine---you know, we could work up a splendid little debate about it, you know?  Intemperate tots.",anger
707,Shut up.,anger
708,Not very funny darling.  Why don't you have some more brandy?,anger
709,That's a very good idea I think I will.,anger
710,Would you uh...turn that off please? You're going to wake the people upstairs.,anger
711,Why?,anger
712,There are no people upstairs. It's a photographer's studio.,xxx
713,Well then you'll wake the people downstairs.,anger
714,They are away in Tunis.,anger
715,This is no time a year for Tunis.,anger
716,"Turn it on again, please.",anger
717,I will do no such thing.,anger
718,Very well if you insist on being boorish and idiotic.,anger
719,Turn it off. It's driving me mad.,anger
720,I won't.,anger
721,Turn it off.,anger
722,Stop it. No. Go away.,anger
723,Amanda listen. Listen.,anger
724,"listen Oh I'm sick and tired of listening to you, you damn sadistic bully.",anger
725,That's very amusing indeed.,anger
726,"Oh you're cruel you're...you're...I hate you, I hate you. Go away. You're conceited. You're overbearing. You're utterly impossible.",anger
727,"You...You're an evil minded, self-centered little wench and I never want to see you again.",anger
728,This is the end do you hear me?  Finally and forever.,anger
729,You're not going like this.,anger
730,"Oh yes I am...Oh yes I am. Let go of me. You let go. You...urgh...You're a cruel friend. I loathe and I hate you. Marry you again...Ha...Never, never, never, never. I hope you die in torment. You beast.",anger
731,No you're not.,anger
732,Shut up. Shut up. I wouldn't marry you again if you came crawling back to me on a bended knee. You are an evil tempered little vampire and I never want to see you again as long as I live.,anger
